code,company,sector,summary
A010580,지코,자동차와부품,"자동차 부품제조 및 산업용 기계부품 제조 등을 영위할 목적으로 1961년 04월 설립되어 1975년 4월 25일 법인 전환하였으며 1994년 12월 27일 유가증권시장에 상장되었음 주요 제품으로 Water Pump, O/Pump, Auto Part, AL Cylinder Head 등 자동차 엔진 및 미션계통의 제품이 있으며, 이를 국내 완성차 업체 및 부품전문기업에 공급하고 있음 자동차 부품 산업은 OEM용(또는 조립용, 제조용), 보수용(A/S), 수출용 등 세가지로 구분되지만, 국내 자동차 부품 산업의 매출 기반은 실질적으로 OEM부문에 있으며, 내수의존적 모습을 보임 완성차 업체와의 교류를 통해 연구활동을 지속하고 있으며, 세부적으로는 Nu- W/P, GAMMA2 W/P, TCCM 등을 연구하고 있음"
A025000,KPX케미칼,소재,"동사는 1974년 7월 1일에 유기화학제품 및 화공약품의 제조와 판매 등을 주영업목적으로 설립되었으며, 기업집단 KPX홀딩스에 속해 있고 3개의 종속회사가 존재함 폴리프로필렌글리콜의 제조, 합성 및 판매업 그리고 전자재료의 제조 및 판매업 등을 목적사업으로 하고 있으며 주요 제품으로는 URETHANE 제품, 전자재료 제품을 영위 석유화학공업은 일반적으로 초기의 대규모 시설투자와 고도의 기술을 필요로 하며 정유 및 납사분해 과정을 시작으로 수직계열화 되어 있어 신규 참여가 용이하지 않으며 중간단계 제품인 PPG는 다품종 소량 제품임 국내 POLYPROPYLENE GLYCOL 제조업체는 4개 사로 수입품과 함께 국내 시장에서 경쟁하고 있으며 동사가 국내업체로서 생산능력, 기술수준 및 시장점유율에 있어서 우위를 점하고 있음"
A007460,에이프로젠 MED,자본재,"동사는 1971년 설립되어 가열로, 제철설비, 환경에너지 설비 등 플랜트 설비의 제작과 하드페이싱 등의 유지보수를 진행하고 있는 기업임 동사는 Hardfacing, Nukon System(원자력발전소 특수보온), 제철/화공플랜트, 환경/에너지플랜트 등 4개의 주요사업분야를 영위함 Hardfacing은 타 사업부문 대비 꾸준한 매출 시현 및 국내 독점적인 지위로 인한 안정적인 수익성 창출이 가능한 특성을 나타내고 있는 등 확고한 현금 창출 사업부문임 포항지점에 Hardfacing관련 기술연구팀을 설치 운영 중에 있으며 플랜트 및 ISO탱크 개발의 경우 포항영일만지점의 플랜트연구소에서 담당 중"
A011090,에넥스,자본재,"동사는 1971년 4월 18일 서일공업사로 설립되어 1992년 3월 1일 상호를 변경하였으며, 주방가구의 제조, 판매를 주 사업으로 하는 업체로 부엌가구, 붙박이장, 인테리어가구, 정수기렌탈 등의 사업을 영위 주요 제품으로는 씽크, 케비넷, 상품으로는 가스레인지 등이 있음. 동사의 시장점유율은 KS 규격 제품이 70%, 비KS 제품이 30% 수준을 점유하는 것으로 판단 글로벌 경영을 위하여 중국, 베트남 등에 해외 법인을 설립하고, 베트남에 대규모 공장을 준공하여 해외 유통망 확보를 통한 주방가구산업의 세계화에 박차를 가하고 있음 동사의 UV(Ultra Violet) 제품은 일반 도장방식과는 확연히 구분되는 대표적인 제품으로 선도적 기술과 오랜 노하우로 누구도 쉽게 따라 할 수 없는 뛰어난 품질을 자랑"
A017960,한국카본,자본재,"동사는 1984년 탄소섬유 및 합성수지 제조를 주사업목적으로 설립되었으며, 동사를 제외한 (주)에이치씨네트웍스 1개의 종속회사를 국내에 가지고 있음(2009년 무역, 국내외 자원개발투자 및 컨설팅을 목적으로 설립) 영업부문은 일반재 사업부문, 산업재 사업부문, 도소매 및 수출대행부문과 자원개발부문으로 이루어져 있음 일시적 선박공급과잉 및 유가변동성에 의한 해양 가스전개발, 미 셰일가스 수출 프로젝트들의 선박발주연기도 발생 하고 있으나, 향후 선박연료 환경규제의 강화로 LNG벙커링시장도 점진적으로 개척될 전망 수주는 전방 고객사 삼성중공업과 현대중공업의 LNG선 수주에 1년~1년 6개월 후행하므로 삼성중공업과 현대중공업의 신규 LNG선 수주가 매출에 많은 영향을 미침"
A025620,제이준코스메틱,내구소비재와의류,"1972년 6월 30일에 설립되었으며 화장품 제조 및 판매(마스크팩 및 기초화장품외)로 사업을 영위하고 있음 중국 내 매출의 98%가 온라인에서 발생하고 있으며, 대표 제품은 블랙 물광 마스크와 인텐시브 샤이닝 마스크가 인기 제품임 중국 오프라인 매장은 10,300개 입점 완료하였으며 올해 20,000개 까지 입정을 계획 하고 있음 2018년 3월 30일 월 4천만장 생산이 가능한 국내 최대 규모 마스크팩 공장을 설립하였으며 신공장은 안정화 작업을 거쳐 올해 상반기 내로 가동률 100% 달성이 가능할 전망임"
A017390,서울가스,유틸리티,"동사는 1983년 11월에 설립되어 서울시와 경기도 일부에 도시가스(LNG) 공급업과 해외자원개발을 주요사업으로 영위하고 있음 도시가스 영업지역은 서울시의 강서구 등의 11개 구와 경기도의 3개시 지역으로서 해당 공급권역의 공급가능 총 가구수는 약 231만가구임 동사의 해외유전은 한국석유공사 등과 같이 콘소시움 참여에 따른 참여지분율에 의거 배당 받는 형태로 투자되고 있음 도시가스사업통계월보 2018년 5월말 기준 동사의 도시가스 판매점유율은 수도권지역에서 19.9%, 전국기준으로 9.6%임"
A025820,이구산업,소재,"1968년에 산업용 동판 제조 및 판매를 목적으로 설립된 비철 금속 전문 제조업체로 동, 황동, 인청동을 주요제품으로 생산하고 있음 과거에는 풍산과 함께 시장을 독과점 하였으나 중소기업들의 시장 참여로 인해 경쟁이 심화되고 있으며 현재 점유율은 20%내외를 유지하고 있음 신동산업은 제품생산을 위해 대단위 규모의 설비와 자본이 투자되는 장치산업으로 자동차, 전기전자부품 및 일반 생활 용품까지 다양한 분야에 적용되며 산업발달에 따라 수요가 확대 증가되는 추세임 최첨단으로 변화하는 소재 시장의 흐름에 맞춰 고부가가치 제품인 C194, LFC, CDA42500, C7020 등 리드프레임과 LED용 신제품을 개발"
A011200,HMM,운송,"해상화물운송사업 및 해상화물운송 주선업 등을 목적으로 설립. 현재는 컨테이너 운송, 벌크화물 운송, 터미널 관광용역 등을 수행 중 사업부문은 컨테이너부문, 벌크부문, 기타부문으로 구성됨 컨테이너선 부문은 성수기 효과 및 투입 선복량 감축 등으로 제한적인 회복세를 나타냄. 하지만 운임 반등은 기대에 미치지 못하여 글로벌 선사들은 실적 부진을 겪고 있음 국내 중견선사들과 “미니 얼라이언스” 구축해 4개 항로를 신설 운영하여 원양항로 환적 물량 유치를 위한 영업력을 강화하고 있음"
A012610,경인양행,소재,"1977년 10월 14일에 설립되어 1995년 유가증권시장에 상장된 동사는 염료산업 및 사카린을 비롯한 화학산업을 주요사업으로하며 9개의 계열회사 보유 주요 제품으로는 화학 및 천연섬유, 가죽염색용 반응성 염료, 사카린, 황산가리 제조용 염화가리 등이 있음 염료산업은 소량 다품종 생산체제를 갖추면서 설비투자 규모가 제지, 화학비료, 시멘트, 석유화학공업 등과 같은 장치위주의 대량생산체제규모보다 작지만 고도의 기술이 요구되어지며, 기술집약적인 정밀화학 산업임 연결기업은 (주)와이즈켐 출자를 통하여 반도체 및 디스플레이 재료사업으로의 사업영역확대를 추진 중"
A017810,풀무원,"식품,음료,담배","식품제조업 등을 주사업 목적으로 1984년 5월 풀무원효소식품(주)로 설립되어, 1995년 5월 (주)풀무원으로 상호를 변경하였으며 다시 2008년 7월 1일 인적 분할하여 지주회사로 출범함 동사는 지주회사로서 풀무원식품(주), (주)이씨엠디, 풀무원건강생활(주) 등 자회사들을 보유하고 있으며, 자회사로부터 받는 Brand Fee, 배당금 등의 수익을 얻음 풀무원식품(주)는 두부 및 나물 등 신선식품을 비롯하여 바로 조리가 가능한 식품 등을 제공하는 종합식품기업이며, (주)피피이씨음성생면은 우동, 냉면, 라면, 소스, 장, 분말스프, 건더기 등의 식품을 제조하는 회사 콩나물 시장에서 풀무원식품은 시장점유율을 꾸준히 늘려나가며 국내콩나물 No.1으로서 시장을 선도해나가고 있으며, 두부를 활용한 콩가공 제품 출시를 통해 전체 두부 시장 확대에 기여하고 있음"
A011300,성안,내구소비재와의류,"동사는 1976년 4월에 설립되어 1995년 11월에 한국거래소 유가증권시장에 상장하였으며 영위하는 주요사업은 섬유제품, 도매업, 부동산업으로 섬유제품 제조, 판매 및 수출입업이 있음 영위하는 사업은 섬유제품, 도매업, 부동산업으로 섬유제품 제조, 판매 및 수출입업이 90%이상의 비중을 차지하는 바 지배적 단일 사업 부문임 주요 수출시장은 중동, 유럽, 아시아, 중남미, 북미, 기타지역등 세계 각 지역에 수출하고 있으며 수출은 ""STARTEX""와 ""SOFSIL"" 이라는 자체상표와 OEM을 약 7 : 3의 비율로 수출하고 있음 자회사 성안합섬주식회사는 경상북도 구미시에 소재한 본사 및 공장에서 화섬원사류를 제조 및 가공ㆍ판매하고 있음"
A018500,동원금속,자동차와부품,"동사는 자동차 DOOR FRAME류를 비롯한 각종 CHANNEL, IMPACT BEAM, BUMPER BEAM 등을 생산하는 자동차 부품전문기업으로, 사업분야는 자동차부품, 설비플랜트, 강관으로 분류 현대, 기아차 및 한국지엠과 회사의 창립 초기부터 현재에 이르기까지 자동차 설계 단계부터 개발, 생산, A/S에 이르기까지 유기적인 협조체제로 참여하고 있음 대한민국 최초의 고유 모델 자동차인 ‘포니’의 도어프레임을 국내 최초로 생산하였으며, 탑승객 보호를 위해 필수적인 임팩트빔의 개발은 보다 안전한 자동차문화를 건설하는데 이바지 50PPM을 통한 제품의 품질 및 기술 경쟁력의 기반을 확고히 다졌으며 ISO / TS16949 인증획득으로 고객으로부터 제품품질의 우수성을 인정받고 있음 "
A025860,남해화학,소재,"동사는 비료 및 동 부산물의 생산 및 판매, 화학제품 및 동 부산물의 생산 및 판매 등을 목적으로 1974년 5월 8일 설립되었으며 비료 화학 사업, 유류제품 사업, 생분해성직파필름 사업을 영위함 동사는 요소비료, 복합비료, 맞춤형비료 등 주로 농업용으로 사용되는 무기질비료와 황산, 불화규산, 중화석고 등을 생산ㆍ판매하고 있으며, 암모니아, 경유, 등유, 휘발유 등을 주요 제품으로 함 비료산업은 원료의 수입의존과 수송문제로 인해 주로 임해 지역에 위치하는 산업적 특성을 가지고 있으며, 원료의 저가확보와 수직 계열화의 정도 등이 중요한 경쟁요소이고 화학산업은 각종 산업의 중간 원료로 공급됨 2010년 12월 이후 호주 등의 신규 시장진출을 위한 호주 검역시스템(AQIS) 1등급 취득하였으며 호주(2010년 8천톤)를 시작으로 신규 시장개척 노력으로 2013년 6월 최초로 뉴질랜드 비료시장에 진출"
A011690,와이투솔루션,디스플레이,"1976년 설립 되어 1995년 상장, 동사는 LCD, LED, 3D, 스마트, OLED, UHD TV용 SMPS(전원공급장치) 및 LED SOLUTION의 제조, 판매 사업 영위 전원공급장치(SMPS) 분야에서 LG전자가 생산하는 26` ~ 105`까지의 LCD, LED, 스마트TV 및 UHD, OLED TV용 SMPS 등 전 모델에 걸쳐 개발 및 생산 전원공급장치(SMPS)는 통신용, DISPLAY용, 산업용, OA용, 가전용 등 모든 전자제품 전반에 적용되는 필수 불가결한 요소 LED조명의 사물인터넷(IoT)을 추구하기 위한 하나의 솔루션으로 LED조명의 가시광무선통신을 활용한 다양한 LIFI 어플리케이션을 선보이며 상용화를 추진해 나가고 있음"
A016590,신대양제지,소재,"동사는 1982년 설립되었으며 4개의 계열회사와 골판지 원지 및 상자를 제조 판매하고 있음 골판지원지는 골을 만들어 완충역할을 하는 골심지와 골심지의 표면에 접합하여 인쇄를 하는 표면지(크라프트라이너지)와 안쪽의 이면지(테스트라이너지)로 구분되는데 동사는 골심지, 이면지, 표면지의 전 지종을 생산함 골판지 및 골판지상자는 각종 제품의 외부포장에 사용되는 내용물 보호에 필수적인 제품이며, 대다수가 고객의 주문에 따라 생산, 판매하는 전형적인 수주산업임 2017년도에 골판지용 원지를 각각 683,462톤, 395,545톤을 생산하였으며, 업계 총 생산량인 5,069,354톤의 13.4%와 7.8%의 시장점유율을 차지함"
A012750,에스원,상업서비스와공급품,"동사는 1977년 설립된 국내최초의 보안회사이자 삼성그룹 소속의 종합 안심솔루션 회사로서 사업부문은 보안서비스, 건물관리서비스, 콜센터서비스 및 텔레마케팅으로 구분됨 보안서비스 부문은 세콤 브랜드로 많은 고객을 확보하는 등 창립이래 업계 1위를 유지하고 있으며 독자적으로 구축한 지능형 통합관제센터를 수원과 대구에 보유하고 있음 건물관리서비스 부문은 부동산 라이프 사이클 별로 필요한 투자자문, 매매자문, 리서치, 임대차 컨설팅 및 FM(Facility Management)운영 컨설팅 등 다양한 부동산 서비스를 제공하고 있음 확고한 시장지배력, 차별화된 서비스, 고객 니즈에 맞춘 신상품 출시로 견조한 성장세와 안정적 수익을 창출하고 있으며 미래에도 보안시장의 확장성과 건물관리서비스와의 시너지로 지속 성장해 나갈 전망임"
A013580,계룡건설,자본재,"1978년 설립되어 1996년 상장하였으며 건축 및 토목부문에서 도급공사 및 자체공사를 실시하고 있고 다양한 시공경험과 우수한 품질을 바탕으로 국내 도급순위 17위 건설사로 성장 사업부문은 건축계약공사부문, 토목계약공사부문, 분양부문, 유통부문, 해외부문, 스포츠레저부문으로 되어있음  고속도로 휴게소 운영은 고속도로상에 휴게시설을 설치 후 식음료 및 유류 등을 판매하는 사업으로 휴게소 17개소, 주유소 9개소를 운영하고 있음 연구개발 실적으로는 유공강판 연결재를 이용한 강관말뚝머리보강 공법 등이 있음 "
A015890,태경산업,소재,"1982년 설립된 동사는 동사 제외 11개의 계열회사를 가지고 있으며 합금철 제조판매, 석회제조판매, 탄산가스 제조판매, 전구 제조판매, 아연사업부, 고속도로휴게소/주유소, 연료, 기타사업으로 8개의 사업부문을 영위 주요 제품으로는 합금철, 석회, 중질탄산칼슘, 탄산가스, LED전구, 산화아연, 식품류, 휘발유, 카바이드 등이 있음 합금철은 철 이외의 금속 성분이 하나 또는 두 개 이상 결합된 형태이며 철강의 제련 과정에서 용탕의 불순물(산소, 황 등)을 제거하거나 철 이외의 성분(Cr, Ni, Mo등)을 첨가하는 기능을 발휘함 탄산가스 사업부문에서는 동업계 타사가 단일원료공급처에 의한 단일공장을 운영하는 것에 비하여 회사는 7개 원료공급처에 의한 4개 공장을 운영 중에 있어 안정적 공급을 할 수 있는 기반을 확보함"
A021050,서원,소재,1988년 설립되어 1996년 한국거래소에 상장하였으며 동합금 제조 및 판매를 주요 사업으로 영위하고 있음 동사의 주요 제품인 황동 잉고트는 국내유일의 KS마크 제품으로서 경쟁사에서 볼 수 없는 미세한 조직을 갖추고 있으며 제품의 내구성을 약하게 하는 현상을 제거하는 용해 및 정련 방법의 개발로 고품질의 제품을 생산 동산업은 크게 제련부문과 가공부문으로 분류되며 동가공산업은 비철금속스크랩을 활용하여 후방산업의 요구에 따라 다양한 형태의 동 및 동합금 소재를 생산하고 있음 생산 제품의 점유율을 보면 동합금괴(잉고트 및 빌레트)의 경우 내수시장 점유율 중 약 29%를 점유하고 있음
A000440,중앙에너비스,에너지,"동사는 1946년 10월 08일 석유류 판매 등을 영업 목적으로 설립되었으며, 1993년 3월 24일 코스닥증권시장에 상장하였음 SK에너지 주식회사와 대리점 계약을 맺고 휘발유, 경유, 등유 등의 일반유와 LPG를 매입하여 서울, 경기, 인천지역의 직영 사업장을 판매망으로 하는 도소매업을 하고 있음 석유는 특성상 생활에 기본적으로 필요한 상품으로 경기변동 요인이 수요에 미치는 영향이 여타 산업 대비하여 상대적으로 낮으나, 유류 세금인상 및 경제의 저성장 국면 진입으로 과거에 비해 경기변동 민감도가 높아짐 New Business Model로서 국도변 스마트 휴게소, 에너비스 양평 만남의 광장을 Grand open 하였으며, 2017년 6월 남동공단지점 스마트스테이션으로 Upgrade로 Grand open하였음"
A001000,신라섬유,전기통신서비스,"동사는 1976년 3월 설립되어, 부동산임대업,100% Polyester직물을 제조 및 판매, 이동통신(SK대리점)사업 등으로 영위하고 있음 매출의 가장 큰 포지션을 차지하는 부동산 임대산업은 중고자동차매매 임대와 섬유 임대로 구분이 되며, 넓은 회사의 건물 일부를 재정비하여 중고자동차상사 매매임대업과 섬유공장 임대업을 영위하고 있음 섬유제품 부분에서 폴리에스테르류 직물제품에 대하여 원사를 입고하여 연사, 정경 등을 거쳐 제직에 이르는 생산체제를 이루고 있으며, 주요제품은 CHIFFON, 이중조직 등을 취급하고 있음 이동 통신 부분에서는 지속적인 홍보와 판매전략으로 대리점을 통한 휴대폰 단말기와 유무선 결합상품을 판매하고 있으며 임대사업 활성화 및 휴대폰 판매를 통하여 이윤 극대화를 모색하고 있음"
A001840,이화공영,자본재,"동사는 1956년 설립되어 1994년 코스닥에 상장되었으며 단일 건설사업부문으로 운영되고 있으며 토목, 건축사업을 영위하고 있음 2018년 시공능력 순위는 112위 이며 토목,건축공사의 시공능력평가액은 249,246백만원으로 전년대비 5위 하락 최근 건축공사에는 아파트, 오피스, 제약시설물 등을 중심으로 시행하고 있으며 토목공사는 정수처리시설공사, 교량공사, 토지조성공사 등을 중심으로 한 공동도급이행방식으로 시행 최저가 낙찰제의 도입 등 건설업의 대내외적 환경이 급변함에 따라 자재조달의 역할이 원가절감과 수익성 제고라는 적극적인 역할로 변화하고 있는 추세임"
A002230,피에스텍,전자와 전기제품,"동사는 전력기기 사업부문과 자동차부품 사업을 영위하고 있으며 자회사가 영위하는 사업은 자동차용 전장기기 및 계기류를 제조 및 판매함 전력기기 사업부문은 전력기기 사업 중 계량ㆍ계측기기 산업은 일반적으로 산업용과 가정용으로 구분 할 수 있으며 발전소에서 수용가까지 전력공급에 대한 각종 계량ㆍ계측기기 및 시스템 사업으로 정밀도와 정확도를 기반으로 함 자동차부품 사업부문은 산업파급효과가 나타나는 대표적 산업부문으로 기술 및 자본집약적 장치산업이고, 전 세계적인 자동차업계의 대형화ㆍ집중화 추세에 따라 국내 자동차부품업계도 점차 대형화ㆍ집중화 추세임 자동차부품 사업부문에서 부품 Module화 추세에 대응해 관련업체와 긴밀한 협조관계를 유지해 나가고 있으며, 신규Item 확대 및 자동차시장의 변화를 주시하면서 능동적이고 적극적인 영업활동을 추진"
A002290,삼일기업공사,자본재,"1958년 설립되어 1992년 코스닥시장에 상장된 종합건설 업체이며, 중소기업기본법 제2조에 의해 중소기업으로 구분됨 주요 사업으로 학교, 병원, 공장, 빌딩, 기숙사, 군부대공사 등 관발주공사 및 민간발주공사를 시공하고 있는 건축공사와 토목공사, F.E.D공사, 임대사업 등을 영위하고 있음 대한건설협회 시공능력 평가에서 2018년도 기준으로 도급액 1,386억으로 도급순위 174위를 기록 함 국가 기간 산업이라 할 수 있는 초정밀 PLANT 공사를 울산공단 및 여천공단내에 완벽 시공하여 그 기술력을 인정 받음"
A002680,한탑,"식품,음료,담배","1959년 6월 26일 설립되어, 소맥분과 배합사료의 제조 및 판매를 주요사업으로 영위하고 있으며, 부산광역시에 본사 및 제분공장을, 경상남도 양산시 양산지방산업단지에 사료공장을 두고 있음 연결대상 종속회사들이 영위하는 사업으로는 의료기기제조(케이아이웍스), 보호용 테이프제조(CHOICE PRO-TECH), 부동산투자 및 자동차판매(에쓰비), 축산업(청림농장), 투자회사(에쓰비인베스트먼트) 등이 있음 제분산업은 원재료 도입의 특성상 국제곡물 가격의 동향에 매우 민감하나, 기초 생필품의 성격을 지니므로, 국내 수급의 가격 탄력성이 타 산업에 비하여 낮아 제품 공급면의 안정성이 높음 동사는 지난 2009년 11월 농림수산식품부 HACCP 인증을 획득하였고, 사료생산의 완전자동화 시스템 구축, 연구인력확충, 시험농장 운영 등 R＆D 활동강화를 통해 시장환경변화에 적극적으로 대응하고 있음"
A003310,대주산업,"식품,음료,담배","동사는 배합사료의 제조 및 판매 등의 목적으로 설립되었으며, 오랜 노하우로 축적된 제조기술을 바탕으로 우수한 사료 제품을 생산하는 배합사료 전문업체임 배합사료의 제조 및 판매를 주요 사업으로 하고 있으며 고양이캔 판매, 오리 위탁사육, 연구개발업을 겸하고 있으며 주요 상표는 코끼리표, 도그랑 등이 있음 사료사업은 대기업 사료업체간의 과다경쟁과 농축협 통합에 따른 시장 점유율 확보로 시장 경쟁은 더욱 심화되고 있는 추세임 배합사료의 원료인 곡류(옥수수, 소맥, 대두박 등)는 대부분이 수입에 의존하고 있어 교역국가의 원료 작황 상태에 따라 조달의 직접적인 영향을 받으며, 시장의 환율 변동에 민감하게 영향을 받음"
A003800,에이스침대,자본재,"동사는 1963년 9월 5일에 침대, 가구 제조, 판매 등을 주 영업목적으로 에이스침대공업사로 설립되었으며, 침대, 가구제조 및 판매와 부동산 매매, 임대업을 주요 사업으로 하고 있음 한국사용품질지수(KS-QEI) 1위 기업 선정(주택용보통침대), KS인증 대상 제품안전부분 수상(지식경제부장관표창) 등 업계 최초와 최고이며, 업계 최초로 침대공학연구소를 설치하여 제품과 서비스 향상에 노력을 지속중 동업계 원자재의 수입의존도가 매년 늘어나고 있으며 환율의 변화는 있으나 수급이 원활한 편이어서 조달상의 문제가 비교적 양호한 편임 침대, 가구산업은 간접적으로 주택경기 등과 같은 경기 여건과 연관되어 있으나 계절적 요소에 더 영향을 받으며, 봄과 가을이 최대 성수기이며 겨울과 여름 등에는 고객만족 서비스 등을 통한 시장확대 노력 중"
A004590,한국가구,식품과기본식료품소매,"1966년 5월 설립된 동사는 가정용 가구를 중심으로 사무용 가구 및 특판용 가구를 제조 및 수입 판매하는 사업을 주요사업으로 영위하고 있음 계열회사 제원인터내쇼날은 제과, 제빵 원료가 되는 초콜릿류, 과실류, 당류, 유제품, 장식용품류 등 150여종의 고급원료를 취급하고 있으며 프랑스, 독일, 미국 등의 30여개 유명제조업체로부터 독점 수입하고 있음 고객의 요구 및 시장의 트랜드를 반영한 스타일의 가정용가구(침대, 침탁, 서랍장, 식탁, 장식장, 거울)와 대기업 및 기관 등의 임원급 이상이 사용하는 사무용 가구를 외주 및 자체 설계를 통해 개발하고 있음 성장 궤도에 오른 식품사업분야가 지속적으로 성장을 이어 갈 수 있도록 기존 시장은 유지하고 더 나아가 다양한 상품을 추가 발굴하여 카페나 음료 사업을 다각화하여 새로운 시장에 진출하고자 노력중"
A004780,대륙제관,소재,"1966년 대륙제관공업주식회사로 설립되어 1994년 코스닥시장에 상장되었으며 금속제 박판을 주재료로 하여 금속포장용기를 만드는 제관업을 영위하고 있음 제관업은 윤활유관/ 페인트관/식용유관 등으로 대표되는 일반관과 휴대용 부탄가스 등의 연료관, 살충제 등의 에어졸관 등이며 연료관에 부착되는 캡 등의 사출물 등도 제작 및 판매하고 있음 알루미늄 혹은 주석도금강판 등의 금속제 박판을 주재료로 하여 윤활유, 페인트, 식용유, 기능성 액체나 기체, 연료 등과 같은 각종 내용물을 충전하여 담거나 포장, 운반, 보관할 수 있는 금속포장용기가 주제품 내수 거래처로는 SK, GS칼텍스, S-OIL 등 주요 정유화학 및 건설화학 기업이며, 금속관 및 플라스틱 용기까지 납품함에 따라 안정적 기반을 갖추고 국내시장 점유율 60% 이상을 선점하고 있음"
A005670,푸드웰,"식품,음료,담배","동사는 1968년 8월에 농산물 저장사업을 목적으로 설립되어 음식료품의 제조 및 도소매, 수출입을 영위하고 있음 주요 제품군은 시럽제품군, 음료제품군, 밤제품군 등이 있음. 시럽제품군과 음료제품군의 경우 주로 1차 원료 가공 생산 및 대기업의 OEM방식으로 제품을 생산하고 있음 체계적인 품질시스템을 통해 안전한 식품문화 확보에 매진하고 있음. 특히, 본사와 해외법인의 생산 네트워크 및 품질 관리시스템에 중점을 두어 지속성장의 기반을 다지고 있음 동사는 연구개발 업무를 전담하는 연구소를 별도로 설립하여 운영 중이며 산학협력 등으로 기능성 식품에 대한 기술개발을 진행하고 있음"
A005710,대원산업,자동차와부품,"1968년 9월에 설립되어 자동차의 중요 부품인 SEAT제조에만 전념해온 전문 업체로서 완성차 업체인 기아자동차 등에 SEAT를 공급하고 있음 자동차용 SEAT는 철강, 화학, 섬유 등 소재산업과 많은 부품이 조립, 제작되고 있어 자동차 관련 산업에서의 높은 비중을 차지하고 있음 자동차는 고가의 내구성 소비재로 경기의 변동에 민감하게 반응하며 소비자의 소득수준과도 밀접한 관계가 있어 후방 산업인 자동차 부품 또한 자동차 완성차 업체의 경기변동 즉 국내 전체 경기변동에 민감하게 반응함 자동차 SEAT는 철재, 스폰지, 원단 등의 다양한 부품으로 이루어져 있으며 현재 동사는 국내외의 부품 인증업체 등으로부터 안정적으로 부품을 공급받고 있음"
A005860,한일사료,"식품,음료,담배","배합사료 생산, 공급을 주영업목적으로 1968년 11월26일 설립되었으며, 1994년 11월 7일 코스닥증권시장에 상장. 현재 13개의 연결대상 종속회사를 보유하고 있음 과거부터 경쟁우위에 있는 양계사료는 자체 기술진에 의해 독자적으로 연구개발하여 사료업계 최초로 벤처인증을 획득한 `매직(Magic) 사료` 브랜드로 산란계 시장에서 호평을 받고 있음 낙농사료는 1998년 서울우유협동조합과 월 3,700톤 주문생산계약으로 시작하여 현재까지 19년째 거래관계를 지속해 오고 있으며, 공급물량도 꾸준히 증가하고 있으며 종합축산 전문회사로 발돋움하기 위해 노력하고 있음 동사는 한일사료주식회사 부설 기술연구소를 1992년 9월에 설립하였으며 새로운 사료자원 개발, 신제품 개발 등 꾸준한 연구 개발을 해오고 있으며 2017년 HACCP 심사에서 6년 연속 인증을 받음"
A006050,국영지앤엠,자본재,"동사는 1959년 설립되었으며, 판유리가공업을 주목적으로 다양한 종류의 유리를 제조 판매하는 개별기업 시공능력평가액 업계 1위의 업체임 주요제품은 건축용, 철도용, 차량용, 인테리어용, 특수시설 보안용 등의 판유리로 공시대상사업부문은 유리가공제품제조업 단일사업부문으로 구성되어 있음 복층유리 제품생산을 위해 복합제품생산 체제는 2개의 풀컨벡션 더블쳄버 강화로, 2개의 접합생산라인의 가동으로 더욱 균형적 ·효율적으로 대폭 확대될 예정임 부설 연구소의 활발한 연구개발의 성과로 30분용 비차열 접합방화유리와 60분용 차열방화유리를 국내 최초 개발하였으며 발코니 확장시장에 납품, 시공하고 있음"
A006140,피제이전자,건강관리장비와서비스,"동사는 1969년에 7월에 설립되어 Total제조 System을 갖추고 고객의 요구를 반영하여 전자제품을 제조하는 EMS(Electronic Manufacturing Service)사업을 영위함 사업부문으로는 의료기기 부문, 자동차전장 부문, 로봇제어기기 부문, 기타 SMD가공 및 SET가공 부문, 임대사업 부문 등으로 구성되어 있음 제품생산에 필요한 주요 원자재인 반도체(IC류)및 전자부품을 해외에서 직수입하는 비중이 25%~30% 를 차지하고 있어 환율변동의 영향을 직접적으로 받고 있음 GE 및 SIEMENS BRAND로 국내외에 판매되는 초음파진단기를 전문생산 하여 한국지이초음파 등에 기존의 모델 이외에 신규 모델의 수주를 받아 공급 하고 있으며 또한 지속적인 수주를 위해 노력중임"
A006580,대양제지,소재,"동사는 골판지 원지 제조 및 판매를 영위할 목적으로 1970년 2월 설립되었으며 2018년 상반기 기준 6개의 계열회사가 있음 골판지원지는 골을 만들어 완충역할을 하는 골심지와 골심지의 표면에 접합하여 인쇄를 하는 표면지용 라이너지와 이면용 라이너지로 구분되며 동사는 골심지와 이면용 라이너지를 주제품으로 생산하고 있음 골판지원지 생산업체들은 동사를 비롯하여 아세아제지, 신대양제지, 대림제지, 고려제지 등 약 14개사 정도만이 일일 생산 300톤 이상의 시설을 보유하고 있으며, 동사는 2017년도 7.8% 시장점유율을 차지 세계 최고 품질의 최신설비 설치로 업계의 큰 과제였던 과다 회분문제를 개선하였고, 탈수효율을 극대화 시킴으로써 막대한 에너지 절감효과를 달성하였음"
